lr-Adam,step,train/loss_sds,train/grad_norm,train/min_step,train/max_step,train/loss_sparsity,train/loss_opaque,train_params/lambda_sds,train_params/lambda_sparsity,train_params/lambda_opaque,train_params/lambda_orient,epoch
,59,23457.7578125,216.5998992919922,20.0,980.0,0.6233370900154114,0.11225549876689911,1.0,0.0005000000237487257,0.0,0.0,0
0.006399999999999995,60,,,,,,,,,,,
,60,82882.2734375,407.1419372558594,20.0,980.0,0.6064972877502441,0.1345350295305252,1.0,0.0005000000237487257,0.0,0.0,0
0.006489999999999996,61,,,,,,,,,,,
,61,385.2804260253906,27.75897979736328,20.0,980.0,0.941243052482605,0.0934625193476677,1.0,0.0005000000237487257,0.0,0.0,0
0.0065799999999999964,62,,,,,,,,,,,
,62,61.16861343383789,11.060616493225098,20.0,980.0,0.5888768434524536,0.15371210873126984,1.0,0.0005000000237487257,0.0,0.0,0
0.006669999999999996,63,,,,,,,,,,,
,63,2669.4482421875,73.0677490234375,20.0,980.0,0.5756595730781555,0.09011182188987732,1.0,0.0005000000237487257,0.0,0.0,0
0.006759999999999997,64,,,,,,,,,,,
,64,69.9427490234375,11.827320098876953,20.0,980.0,0.6759670972824097,0.0897100567817688,1.0,0.0005000000237487257,0.0,0.0,0
0.006849999999999996,65,,,,,,,,,,,
,65,59279.1640625,344.3229675292969,20.0,980.0,0.74012291431427,0.12931203842163086,1.0,0.0005000000237487257,0.0,0.0,0
0.0069399999999999965,66,,,,,,,,,,,
,66,22576.359375,212.49168395996094,20.0,980.0,0.6872440576553345,0.21888422966003418,1.0,0.0005000000237487257,0.0,0.0,0
0.0070299999999999955,67,,,,,,,,,,,
,67,5198.88818359375,101.96949005126953,20.0,980.0,0.6624953746795654,0.26276159286499023,1.0,0.0005000000237487257,0.0,0.0,0
0.007119999999999995,68,,,,,,,,,,,
,68,17478.5390625,186.96812438964844,20.0,980.0,0.37328848242759705,0.15885064005851746,1.0,0.0005000000237487257,0.0,0.0,0
0.007209999999999995,69,,,,,,,,,,,
,69,50237.4296875,316.9776916503906,20.0,980.0,0.3054874837398529,0.1300743669271469,1.0,0.0005000000237487257,0.0,0.0,0
0.007299999999999995,70,,,,,,,,,,,
,70,118.17222595214844,15.37349796295166,20.0,980.0,0.20434707403182983,0.08092324435710907,1.0,0.0005000000237487257,0.0,0.0,0
0.007389999999999995,71,,,,,,,,,,,
,71,17909.46484375,189.25889587402344,20.0,980.0,0.20670604705810547,0.07452768087387085,1.0,0.0005000000237487257,0.0,0.0,0
0.0074799999999999945,72,,,,,,,,,,,
,72,42278.68359375,290.7875061035156,20.0,980.0,0.14942941069602966,0.03489018231630325,1.0,0.0005000000237487257,0.0,0.0,0
0.007569999999999994,73,,,,,,,,,,,
,73,24028.9375,219.2210693359375,20.0,980.0,0.16733191907405853,0.045146554708480835,1.0,0.0005000000237487257,0.0,0.0,0
0.007659999999999995,74,,,,,,,,,,,
,74,4862.06591796875,98.61100769042969,20.0,980.0,0.1873594969511032,0.05596969649195671,1.0,0.0005000000237487257,0.0,0.0,0
0.007749999999999994,75,,,,,,,,,,,
,75,506.38873291015625,31.82416343688965,20.0,980.0,0.18136870861053467,0.052570316940546036,1.0,0.0005000000237487257,0.0,0.0,0
0.007839999999999995,76,,,,,,,,,,,
,76,17054.46875,184.68605041503906,20.0,980.0,0.1581433266401291,0.03961006924510002,1.0,0.0005000000237487257,0.0,0.0,0
0.007929999999999994,77,,,,,,,,,,,
,77,15260.763671875,174.7041015625,20.0,980.0,0.19745269417762756,0.06131831556558609,1.0,0.0005000000237487257,0.0,0.0,0
0.008019999999999996,78,,,,,,,,,,,
,78,51.88084030151367,10.186347961425781,20.0,980.0,0.1592363864183426,0.04052210599184036,1.0,0.0005000000237487257,0.0,0.0,0
0.008109999999999996,79,,,,,,,,,,,
,79,248.7095947265625,22.302894592285156,20.0,980.0,0.1874113529920578,0.05641927942633629,1.0,0.0005000000237487257,0.0,0.0,0
0.008199999999999995,80,,,,,,,,,,,
,80,353.6213684082031,26.594036102294922,20.0,980.0,0.20924416184425354,0.06895299255847931,1.0,0.0005000000237487257,0.0,0.0,0
0.008289999999999995,81,,,,,,,,,,,
,81,8840.6875,132.97132873535156,20.0,980.0,0.15498030185699463,0.03911902382969856,1.0,0.0005000000237487257,0.0,0.0,0
0.008379999999999995,82,,,,,,,,,,,
,82,18779.375,193.80079650878906,20.0,980.0,0.16770458221435547,0.04658766835927963,1.0,0.0005000000237487257,0.0,0.0,0
0.008469999999999995,83,,,,,,,,,,,
,83,1519.041259765625,55.118804931640625,20.0,980.0,0.20712849497795105,0.07142596691846848,1.0,0.0005000000237487257,0.0,0.0,0
0.008559999999999995,84,,,,,,,,,,,
,84,19851.10546875,199.25413513183594,20.0,980.0,0.22901907563209534,0.08571667969226837,1.0,0.0005000000237487257,0.0,0.0,0
0.008649999999999994,85,,,,,,,,,,,
,85,14753.60546875,171.77662658691406,20.0,980.0,0.21781650185585022,0.09808088839054108,1.0,0.0005000000237487257,0.0,0.0,0
0.008739999999999994,86,,,,,,,,,,,
,86,5674.6328125,106.53292846679688,20.0,980.0,0.24724064767360687,0.1513146460056305,1.0,0.0005000000237487257,0.0,0.0,0
0.008829999999999994,87,,,,,,,,,,,
,87,8551.728515625,130.78018188476562,20.0,980.0,0.38141125440597534,0.24249061942100525,1.0,0.0005000000237487257,0.0,0.0,0
0.008919999999999994,88,,,,,,,,,,,
,88,26.69533348083496,7.306891918182373,20.0,980.0,0.5064783096313477,0.2511109709739685,1.0,0.0005000000237487257,0.0,0.0,0
0.009009999999999995,89,,,,,,,,,,,
,89,10295.21875,143.49368286132812,20.0,980.0,0.7315438389778137,0.31846028566360474,1.0,0.0005000000237487257,0.0,0.0,0
0.009099999999999995,90,,,,,,,,,,,
,90,32115.35546875,253.4377899169922,20.0,980.0,0.6735260486602783,0.3009374141693115,1.0,0.0005000000237487257,0.0,0.0,0
0.009189999999999995,91,,,,,,,,,,,
,91,1779.5576171875,59.658321380615234,20.0,980.0,0.43502649664878845,0.24080388247966766,1.0,0.0005000000237487257,0.0,0.0,0
0.009279999999999995,92,,,,,,,,,,,
,92,32062.587890625,253.2294921875,20.0,980.0,0.21680377423763275,0.11443962156772614,1.0,0.0005000000237487257,0.0,0.0,0
0.009369999999999995,93,,,,,,,,,,,
,93,19825.193359375,199.12405395507812,20.0,980.0,0.20948728919029236,0.08548024296760559,1.0,0.0005000000237487257,0.0,0.0,0
0.009459999999999996,94,,,,,,,,,,,
,94,83940.46875,409.7327880859375,20.0,980.0,0.190021812915802,0.0688500925898552,1.0,0.0005000000237487257,0.0,0.0,0
0.009549999999999996,95,,,,,,,,,,,
,95,1010.3955078125,44.953208923339844,20.0,980.0,0.1835770606994629,0.05764027684926987,1.0,0.0005000000237487257,0.0,0.0,0
0.009639999999999996,96,,,,,,,,,,,
,96,130.00047302246094,16.124544143676758,20.0,980.0,0.23329979181289673,0.08942452073097229,1.0,0.0005000000237487257,0.0,0.0,0
0.009729999999999996,97,,,,,,,,,,,
,97,16275.12109375,180.41685485839844,20.0,980.0,0.19018083810806274,0.06118730455636978,1.0,0.0005000000237487257,0.0,0.0,0
0.009819999999999995,98,,,,,,,,,,,
,98,11480.296875,151.5275421142578,20.0,980.0,0.22145575284957886,0.07832843065261841,1.0,0.0005000000237487257,0.0,0.0,0
0.009909999999999997,99,,,,,,,,,,,
,99,32921.2265625,256.59783935546875,20.0,980.0,0.166910320520401,0.046863995492458344,1.0,0.0005000000237487257,0.0,0.0,0
0.01,100,,,,,,,,,,,
,100,36517.73046875,270.250732421875,20.0,980.0,0.20469091832637787,0.07150251418352127,1.0,0.0005000000237487257,0.0,0.0,0
0.00997444842106237,101,,,,,,,,,,,
,101,1203.810791015625,49.06752014160156,20.0,980.0,0.1708965003490448,0.048693738877773285,1.0,0.0005000000237487257,0.0,0.0,0
0.009948962130443358,102,,,,,,,,,,,
,102,70.66617584228516,11.888328552246094,20.0,980.0,0.15935742855072021,0.04185955226421356,1.0,0.0005000000237487257,0.0,0.0,0
0.009923540961321005,103,,,,,,,,,,,
,103,28668.7421875,239.4524688720703,20.0,980.0,0.21112528443336487,0.07339568436145782,1.0,0.0005000000237487257,0.0,0.0,0
0.009898184747299603,104,,,,,,,,,,,
,104,20805.111328125,203.98583984375,20.0,980.0,0.15821370482444763,0.0414840430021286,1.0,0.0005000000237487257,0.0,0.0,0
0.009872893322408614,105,,,,,,,,,,,
,105,69.41947174072266,11.782994270324707,20.0,980.0,0.18574878573417664,0.06020854413509369,1.0,0.0005000000237487257,0.0,0.0,0
0.00984766652110158,106,,,,,,,,,,,
,106,922.0574951171875,42.94316101074219,20.0,980.0,0.15940342843532562,0.04134432226419449,1.0,0.0005000000237487257,0.0,0.0,0
0.00982250417825504,107,,,,,,,,,,,
,107,22154.255859375,210.49586486816406,20.0,980.0,0.1902138590812683,0.05949390307068825,1.0,0.0005000000237487257,0.0,0.0,0
0.00979740612916745,108,,,,,,,,,,,
,108,967.1387939453125,43.98042297363281,20.0,980.0,0.21257321536540985,0.07947378605604172,1.0,0.0005000000237487257,0.0,0.0,0
0.009772372209558105,109,,,,,,,,,,,
,109,3833.62939453125,87.56288146972656,20.0,980.0,0.18821051716804504,0.05476253107190132,1.0,0.0005000000237487257,0.0,0.0,0
0.00974740225556606,110,,,,,,,,,,,
,110,81573.984375,403.9158020019531,20.0,980.0,0.24263924360275269,0.10241849720478058,1.0,0.0005000000237487257,0.0,0.0,0
0.009722496103749066,111,,,,,,,,,,,
,111,80373.8125,400.9334411621094,20.0,980.0,0.1979229748249054,0.06702464818954468,1.0,0.0005000000237487257,0.0,0.0,0
0.009697653591082489,112,,,,,,,,,,,
,112,24.839622497558594,7.0483503341674805,20.0,980.0,0.24320337176322937,0.11561938375234604,1.0,0.0005000000237487257,0.0,0.0,0
0.009672874554958254,113,,,,,,,,,,,
,113,269.0618896484375,23.197494506835938,20.0,980.0,0.3124314844608307,0.14413833618164062,1.0,0.0005000000237487257,0.0,0.0,0
0.009648158833183772,114,,,,,,,,,,,
,114,16747.005859375,183.01368713378906,20.0,980.0,0.2175622135400772,0.09624810516834259,1.0,0.0005000000237487257,0.0,0.0,0
0.009623506263980883,115,,,,,,,,,,,
,115,10250.5869140625,143.1822967529297,20.0,980.0,0.19256070256233215,0.0843181163072586,1.0,0.0005000000237487257,0.0,0.0,0
0.009598916685984792,116,,,,,,,,,,,
,116,65.83128356933594,11.474431037902832,20.0,980.0,0.3143339157104492,0.15624584257602692,1.0,0.0005000000237487257,0.0,0.0,0
0.009574389938243024,117,,,,,,,,,,,
,117,4929.53271484375,99.2928237915039,20.0,980.0,0.24206149578094482,0.09558647871017456,1.0,0.0005000000237487257,0.0,0.0,0
0.009549925860214355,118,,,,,,,,,,,
,118,46.278770446777344,9.620683670043945,20.0,980.0,0.3811793327331543,0.19770942628383636,1.0,0.0005000000237487257,0.0,0.0,0
0.009525524291767775,119,,,,,,,,,,,
,119,13438.931640625,163.9447021484375,20.0,980.0,0.4277781546115875,0.24157273769378662,1.0,0.0005000000237487257,0.0,0.0,0
0.009501185073181432,120,,,,,,,,,,,
,120,20557.615234375,202.7689208984375,20.0,980.0,0.28293853998184204,0.14036661386489868,1.0,0.0005000000237487257,0.0,0.0,0
0.009476908045141588,121,,,,,,,,,,,
,121,314.97039794921875,25.098621368408203,20.0,980.0,0.43293505907058716,0.24589009582996368,1.0,0.0005000000237487257,0.0,0.0,0
0.009452693048741577,122,,,,,,,,,,,
,122,34853.3984375,264.02044677734375,20.0,980.0,0.34954434633255005,0.18136058747768402,1.0,0.0005000000237487257,0.0,0.0,0
0.009428539925480765,123,,,,,,,,,,,
,123,152.8199920654297,17.482563018798828,20.0,980.0,0.4114440679550171,0.19714753329753876,1.0,0.0005000000237487257,0.0,0.0,0
0.00940444851726351,124,,,,,,,,,,,
,124,2091.61376953125,64.67787170410156,20.0,980.0,0.5687820315361023,0.21737197041511536,1.0,0.0005000000237487257,0.0,0.0,0
0.009380418666398136,125,,,,,,,,,,,
,125,4340.15478515625,93.16818237304688,20.0,980.0,0.5288130640983582,0.19683699309825897,1.0,0.0005000000237487257,0.0,0.0,0
0.009356450215595885,126,,,,,,,,,,,
,126,11.912200927734375,4.8810248374938965,20.0,980.0,0.3873187303543091,0.14225520193576813,1.0,0.0005000000237487257,0.0,0.0,0
0.009332543007969903,127,,,,,,,,,,,
,127,3683.6455078125,85.83292388916016,20.0,980.0,0.5926110744476318,0.18715131282806396,1.0,0.0005000000237487257,0.0,0.0,0
0.009308696887034205,128,,,,,,,,,,,
,128,4742.68212890625,97.39282989501953,20.0,980.0,0.6157412528991699,0.20228132605552673,1.0,0.0005000000237487257,0.0,0.0,0
0.00928491169670265,129,,,,,,,,,,,
,129,31098.326171875,249.392578125,20.0,980.0,0.5437825918197632,0.15691310167312622,1.0,0.0005000000237487257,0.0,0.0,0
0.009261187281287928,130,,,,,,,,,,,
,130,14559.5478515625,170.64317321777344,20.0,980.0,0.5073710083961487,0.17760351300239563,1.0,0.0005000000237487257,0.0,0.0,0
0.009237523485500526,131,,,,,,,,,,,
,131,57691.6484375,339.6811828613281,20.0,980.0,0.6916114091873169,0.23516049981117249,1.0,0.0005000000237487257,0.0,0.0,0
0.009213920154447728,132,,,,,,,,,,,
,132,8.67288589477539,4.164825439453125,20.0,980.0,0.7437319755554199,0.18453213572502136,1.0,0.0005000000237487257,0.0,0.0,0
0.009190377133632587,133,,,,,,,,,,,
,133,37941.73046875,275.4695129394531,20.0,980.0,0.7310045957565308,0.15266446769237518,1.0,0.0005000000237487257,0.0,0.0,0
0.009166894268952926,134,,,,,,,,,,,
,134,34094.41796875,261.1299133300781,20.0,980.0,0.5871518850326538,0.14255356788635254,1.0,0.0005000000237487257,0.0,0.0,0
0.00914347140670032,135,,,,,,,,,,,
,135,10071.6103515625,141.92681884765625,20.0,980.0,0.6152112483978271,0.14391067624092102,1.0,0.0005000000237487257,0.0,0.0,0
0.009120108393559092,136,,,,,,,,,,,
,136,1720.52294921875,58.66042709350586,20.0,980.0,0.643675684928894,0.0955786481499672,1.0,0.0005000000237487257,0.0,0.0,0
0.009096805076605314,137,,,,,,,,,,,
,137,12.449612617492676,4.989912033081055,20.0,980.0,0.6911717653274536,0.12008509039878845,1.0,0.0005000000237487257,0.0,0.0,0
0.009073561303305801,138,,,,,,,,,,,
,138,5057.9296875,100.57762908935547,20.0,980.0,0.7916873693466187,0.14225107431411743,1.0,0.0005000000237487257,0.0,0.0,0
0.009050376921517115,139,,,,,,,,,,,
,139,41174.2421875,286.9642639160156,20.0,980.0,0.7459582090377808,0.09206046164035797,1.0,0.0005000000237487257,0.0,0.0,0
0.009027251779484569,140,,,,,,,,,,,
,140,43410.59375,294.65435791015625,20.0,980.0,0.7195252180099487,0.09225547313690186,1.0,0.0005000000237487257,0.0,0.0,0
0.009004185725841232,141,,,,,,,,,,,
,141,40864.390625,285.8824462890625,20.0,980.0,0.5508771538734436,0.10681746155023575,1.0,0.0005000000237487257,0.0,0.0,0
0.008981178609606939,142,,,,,,,,,,,
,142,1093.014892578125,46.75499725341797,20.0,980.0,0.6117839813232422,0.11425688862800598,1.0,0.0005000000237487257,0.0,0.0,0
0.008958230280187305,143,,,,,,,,,,,
,143,10547.78515625,145.24314880371094,20.0,980.0,0.5383032560348511,0.10920392721891403,1.0,0.0005000000237487257,0.0,0.0,0
0.008935340587372735,144,,,,,,,,,,,
,144,418.3873291015625,28.92705726623535,20.0,980.0,0.40628355741500854,0.07330197095870972,1.0,0.0005000000237487257,0.0,0.0,0
0.008912509381337448,145,,,,,,,,,,,
,145,4674.224609375,96.6873779296875,20.0,980.0,0.4392438530921936,0.09529901295900345,1.0,0.0005000000237487257,0.0,0.0,0
0.008889736512638486,146,,,,,,,,,,,
,146,15759.4609375,177.5356903076172,20.0,980.0,0.4119960069656372,0.0896226167678833,1.0,0.0005000000237487257,0.0,0.0,0
0.008867021832214743,147,,,,,,,,,,,
,147,44202.328125,297.3291931152344,20.0,980.0,0.5656810998916626,0.14943142235279083,1.0,0.0005000000237487257,0.0,0.0,0
0.008844365191385989,148,,,,,,,,,,,
,148,43439.296875,294.75177001953125,20.0,980.0,0.6121132373809814,0.19726690649986267,1.0,0.0005000000237487257,0.0,0.0,0
0.008821766441851895,149,,,,,,,,,,,
,149,16191.34375,179.951904296875,20.0,980.0,0.35509389638900757,0.1106790155172348,1.0,0.0005000000237487257,0.0,0.0,0
0.008799225435691062,150,,,,,,,,,,,
,150,25813.50390625,227.21578979492188,20.0,980.0,0.4198647141456604,0.16069453954696655,1.0,0.0005000000237487257,0.0,0.0,0
0.008776742025360055,151,,,,,,,,,,,
,151,12586.1611328125,158.6578826904297,20.0,980.0,0.3651520013809204,0.16283853352069855,1.0,0.0005000000237487257,0.0,0.0,0
0.008754316063692433,152,,,,,,,,,,,
,152,4256.9697265625,92.27100372314453,20.0,980.0,0.26195627450942993,0.10845831036567688,1.0,0.0005000000237487257,0.0,0.0,0
